DATE,BY PRODUCT,PROVINCE,DISTRICT ID,DISTRICT,STATION ID,STATION,MINIMUM,MAXIMUM
6/25/2022,Wheat,Sindh,105,Sukkur,591,Sukkur,,2800
6/25/2022,Wheat,Sindh,24,Ghotki,184,Ghotki,2750,
6/25/2022,Wheat,Sindh,24,Ghotki,,Daharki,2750,
6/25/2022,Wheat,Sindh,105,Sukkur,467,Pano Aqil,2750,2800
6/25/2022,Wheat,Punjab,92,Rahim Yar Khan,299,Khanpur,2740,2800
6/25/2022,Wheat,Sindh,45,Khairpur,292,Khairpur,2800,2825
6/25/2022,Wheat,Sindh,,Khairpur,,Ranipur,2800,2825
6/25/2022,Wheat,Sindh,72,Mirpur Khas,,Mirpur Khas,2825,2830
6/25/2022,,Sindh,4,Badin,26,,2825,2830
6/25/2022,Wheat,Sindh,72,Mirpur Khas,249,Jhudo,2825,2830
6/25/2022,Wheat,Sindh,96,Sanghar,605,Tando Adam Khan,2825,2830
6/25/2022,Wheat,Sindh,96,,561,Shahdadpur,2825,2830
6/25/2022,Wheat,Sindh,113,Umarkot,344,Kunri,2825,2830
6/25/2022,Wheat,Sindh,113,Umarkot,639,Umarkot,2825,
6/25/2022,,Sindh,72,Mirpur Khas,136,,2825,2830
6/25/2022,Wheat,Sindh,4,Badin,607,Tando Bagho,2825,2830
6/25/2022,Wheat,Sindh,72,Mirpur Khas,535,Samaro,2825,2830
6/25/2022,Wheat,Sindh,96,Sanghar,540,,2825,2830
6/25/2022,Wheat,Sindh,96,Sanghar,564,Shahpur Chakar,2825,2830
6/25/2022,Wheat,Sindh,80,Nawabshah,440,Nawab Shah,2825,2830
6/25/2022,Wheat,Sindh,80,,124,Daur,2825,2830
6/25/2022,Wheat,Sindh,80,Nawabshah,39,Bandhi,,2830
6/25/2022,Wheat,Sindh,105,Sukkur,418,Moro,2825,2830
6/25/2022,Wheat,Sindh,79,,439,,2825,2830
6/25/2022,Wheat,Sindh,41,Karachi,277,Karachi,3120,3130
6/25/2022,Wheat,Sindh,24,Ghotki,184,Ghotki,2750,
6/25/2022,Wheat,Punjab,76,Muzaffargarh,13,Alipur,2650,2660
6/25/2022,Wheat,Punjab,76,Muzaffargarh,562,Shaher Sultan,2650,2660
6/25/2022,Wheat,Punjab,5,Bahawalnagar,,Faqirwali,2700,
6/25/2022,Wheat,Punjab,5,Bahawalnagar,205,Haroonabad,2700,2710
6/25/2022,Wheat,Sindh,96,,561,Shahdadpur,2825,2830
6/25/2022,Wheat,,,,91,Chichawatni,2690,2700
6/26/2019,Wheat,Punjab,,,,Fortabbas,1300,1360
6/26/2019,Wheat,Punjab,,,,Chishtian,1320,1330
6/26/2019,Wheat,Sindh,,,,Dadu,1320,1340
6/26/2019,Wheat,,,,,Dunga Bunga,1325,1330
6/26/2019,Wheat,Punjab,,,,Haroonabad,1325,1345
6/26/2019,Wheat,Punjab,,,,Hasilpur,1325,1335
6/26/2019,Wheat,Sindh,,,,Badin,1330,1340
6/26/2019,Wheat,Sindh,,,,Daharki,1330,1340
6/26/2019,Wheat,,,,,Digri,1330,1340
6/26/2019,Wheat,Sindh,,,,Ghotki,1330,1340
6/26/2019,Wheat,Sindh,,,,Jhuddo,1330,1340
6/26/2019,Wheat,Sindh,,,,Samaro,,1340
6/26/2019,Wheat,,,,,,1330,1340
6/26/2019,,Sindh,,,,Tando Adam Khan,1330,1340
6/26/2019,Wheat,Sindh,,,,Tando Bhago,,1340
6/26/2019,Wheat,Sindh,,,,,1330,1340
6/26/2019,Wheat,Sindh,,,,Thatta,1330,
6/26/2019,Wheat,Sindh,,,,Umarkot,,1340
6/26/2019,Wheat,Punjab,,,,,1335,1340
6/26/2019,Wheat,Punjab,,,,Bahawalnagar,1340,1350
6/26/2019,Wheat,Punjab,,,,Khanpur,1340,1360
6/26/2019,Wheat,Sindh,,,,Shahdadpur,1340,1340
6/26/2019,Wheat,Punjab,,,,Arifwala,1350,1370
6/26/2019,Wheat,Punjab,,,,,,1390
6/26/2019,Wheat,Punjab,,,,,1350,1360
6/26/2019,Wheat,Punjab,,,,Rahimyar khan,1350,1375
6/26/2019,Wheat,Punjab,,,,Sahiwal,1350,1380
6/26/2019,Wheat,Sindh,,,,Kotri,1350,1350
6/26/2019,Wheat,Punjab,,,,Chichawatni,1360,1366
6/26/2019,Wheat,Punjab,,,,,1360,
6/26/2019,Wheat,,,,,Sadiqabad,1360,1396
6/26/2019,Wheat,Punjab,,,,,1370,1380
6/26/2019,Wheat,Sindh,,,,Hyderabad,1380,1380
6/26/2019,Wheat,Sindh,,,,Karachi,1380,1380
6/26/2019,Wheat,Sindh,,,,Karachi,1380,1380
6/26/2020,Wheat,Sindh,24,Ghotki,184,Ghotki,1600,1610
6/26/2020,Wheat,Sindh,79,Naushro Feroze,,Mehrabpur,1600,1610
6/26/2020,Wheat,Sindh,80,Nawabshah,440,Nawab Shah,1600,1610
6/26/2020,Wheat,,113,Umarkot,344,Kunri,1600,1615
6/26/2020,,Sindh,72,Mirpur Khas,410,Mirpur Khas,,1615
6/26/2020,Wheat,Sindh,113,Umarkot,639,Umarkot,1600,1615
6/26/2020,Wheat,Sindh,96,Sanghar,540,Sanghar,,1620
6/26/2020,Wheat,Sindh,96,Sanghar,,Shahdadpur,1600,1620
6/26/2020,Wheat,Sindh,96,,605,Tando Adam Khan,1600,1620
6/26/2020,Wheat,Sindh,4,Badin,26,Badin,1600,1625
6/26/2020,Wheat,Sindh,32,Hyderabad,104,Chuhar Jamali,1600,1625
6/26/2020,Wheat,Sindh,4,Badin,189,Golarchi Taluka,1600,
6/26/2020,Wheat,Sindh,4,,607,Tando Bagho,1600,1625
6/26/2020,Wheat,Sindh,32,Hyderabad,217,Hyderabad,1750,1750
6/26/2020,Wheat,Punjab,46,Khanewal,401,Mian Channu,1740,
6/26/2020,Wheat,Punjab,115,Vehari,74,Burewala,1750,1775
6/26/2020,Wheat,Punjab,95,Sahiwal,91,Chichawatni,1770,
6/26/2020,Wheat,Punjab,92,Rahim Yar Khan,299,Khanpur,1765,1775
6/26/2020,Wheat,Punjab,92,,508,Rahim Yar Khan,1770,1775
6/26/2020,Wheat,Sindh,41,,277,Karachi,1780,
6/26/2020,Wheat,Punjab,112,Toba Tek Singh,630,,,1800
6/26/2020,Wheat,Punjab,6,Bahawalpur,207,Hasilpur,1800,1805
6/26/2020,Wheat,Punjab,5,Bahawalnagar,93,Chishtian,1800,1810
6/26/2020,,,62,Lodhran,361,Lodhran,1800,1810
6/26/2020,Wheat,Punjab,6,Bahawalpur,654,Yazman Mandi,1800,1810
6/26/2020,Wheat,Punjab,5,Bahawalnagar,150,Dunga Bunga,1810,1815
6/26/2020,Wheat,Punjab,5,,205,,1810,
6/26/2020,Wheat,Punjab,6,Bahawalpur,31,Bahawalpur,1800,1820
6/26/2020,Wheat,Punjab,5,Bahawalnagar,157,Faqirwali,1820,
6/26/2020,Wheat,Punjab,5,Bahawalnagar,30,Bahawalnagar,1840,1850
6/26/2020,,,62,Lodhran,361,Lodhran,1800,1810
6/26/2020,Wheat,,113,Umarkot,344,Kunri,1600,1615
6/26/2021,Wheat,Punjab,5,Bahawalnagar,165,Fortabbas,1921,1921
6/26/2021,Wheat,Punjab,5,Bahawalnagar,,Chishtian,1930,1935
6/26/2021,Wheat,Punjab,,Bahawalpur,207,Hasilpur,,1935
6/26/2021,Wheat,Punjab,46,Khanewal,,Mian Channu,1940,1950
6/26/2021,,Punjab,5,Bahawalnagar,157,Faqirwali,1935,1960
6/26/2021,Wheat,Punjab,95,Sahiwal,91,Chichawatni,1950,1965
6/26/2021,Wheat,Punjab,,Rahim Yar Khan,299,Khanpur,1960,1968
6/26/2021,Wheat,Punjab,92,,508,Rahim Yar Khan,1965,1970
6/26/2021,Wheat,Punjab,5,Bahawalnagar,205,Haroonabad,1940,1970
6/26/2021,Wheat,Punjab,5,Bahawalnagar,30,Bahawalnagar,1950,
6/26/2021,Wheat,Punjab,92,Rahim Yar Khan,526,Sadiqabad,1960,1971
6/26/2021,Wheat,Punjab,112,,630,Toba Tek Singh,1960,1975
6/26/2021,Wheat,Punjab,6,,31,Bahawalpur,1960,
6/26/2021,Wheat,Punjab,6,Bahawalpur,654,Yazman Mandi,1950,1980
6/26/2021,,Punjab,46,Khanewal,297,Khanewal,1960,1980
6/26/2021,Wheat,Punjab,6,Bahawalpur,8,Ahmadpur East,1950,2000
6/26/2021,Wheat,Punjab,95,Sahiwal,530,,1970,2000
6/26/2021,Wheat,Sindh,72,Mirpur Khas,,Jhudo,2020,2030
6/26/2021,Wheat,Sindh,72,Mirpur Khas,136,Digri,,
6/26/2021,Wheat,Sindh,72,,410,Mirpur Khas,2020,2030
6/26/2021,Wheat,Sindh,80,Nawabshah,124,Daur,2025,2030
6/26/2021,Wheat,Sindh,80,Nawabshah,39,Bandhi,2025,2030
6/26/2021,Wheat,Sindh,79,Naushro Feroze,399,Mehrabpur,2025,2030
6/26/2021,Wheat,Sindh,105,Sukkur,591,Sukkur,2025,2030
6/26/2021,Wheat,Sindh,96,Sanghar,605,Tando Adam Khan,2025,
6/26/2021,Wheat,Sindh,111,Thatta,623,Thatta,2025,2035
6/26/2021,Wheat,Sindh,,Nawabshah,440,,2030,2035
6/26/2021,Wheat,Sindh,96,Sanghar,561,Shahdadpur,2030,2035
6/26/2021,Wheat,Sindh,96,Sanghar,540,Sanghar,2030,
6/26/2021,Wheat,Sindh,96,Sanghar,564,Shahpur Chakar,2030,2035
6/26/2021,Wheat,Sindh,32,Hyderabad,217,Hyderabad,2080,2080
6/26/2021,,Sindh,,Karachi,277,Karachi,2110,2110
6/26/2021,Wheat,Punjab,6,Bahawalpur,8,Ahmadpur East,1950,2000
6/26/2021,Wheat,Punjab,,Bahawalpur,207,Hasilpur,,1935
6/26/2023,Wheat,Punjab,95,Sahiwal,,,,
6/26/2023,,Sindh,79,Naushro Feroze,439,Naushahro Feroze,,
6/26/2023,Wheat,Punjab,5,Bahawalnagar,165,,,
6/26/2023,Wheat,Punjab,6,Bahawalpur,,,,
6/26/2023,Wheat,Punjab,6,Bahawalpur,31,Bahawalpur,,
6/26/2023,Wheat,Punjab,61,Layyah,356,Layyah,,
6/26/2023,,Punjab,61,Layyah,100,Chowk Azam,,
6/26/2023,,Punjab,5,Bahawalnagar,93,Chishtian,,
6/26/2023,Wheat,Punjab,93,Rajan Pur,511,Rajanpur,,
6/26/2023,Wheat,Punjab,,Bahawalnagar,30,Bahawalnagar,,
6/26/2023,Wheat,Punjab,115,Vehari,74,Burewala,,
6/26/2023,,Punjab,6,Bahawalpur,8,Ahmadpur East,,
6/26/2023,Wheat,Punjab,,Toba Tek Singh,630,Toba Tek Singh,,
6/26/2023,Wheat,Punjab,92,,526,Sadiqabad,,
6/26/2023,Wheat,Punjab,5,Bahawalnagar,150,Dunga Bunga,,
6/26/2023,Wheat,Punjab,92,Rahim Yar Khan,508,Rahim Yar Khan,,
6/26/2023,Wheat,Punjab,5,Bahawalnagar,205,Haroonabad,,
6/26/2023,Wheat,Punjab,5,Bahawalnagar,157,Faqirwali,,
6/26/2023,Wheat,Punjab,92,Rahim Yar Khan,299,Khanpur,,
6/26/2023,Wheat,Punjab,95,Sahiwal,530,Sahiwal,,
6/26/2023,,Sindh,101,Shikarpur,574,Shikarpur,,
6/26/2023,Wheat,Punjab,21,Dera Ghazi Khan,129,Dera Ghazi Khan,,
6/26/2023,Wheat,Sindh,41,Karachi,277,Karachi,,
6/26/2023,Wheat,Punjab,5,Bahawalnagar,165,,,
6/26/2023,,Sindh,79,Naushro Feroze,439,Naushahro Feroze,,
6/26/2023,,Sindh,101,Shikarpur,574,Shikarpur,,
6/27/2019,Wheat,Punjab,,,,Fortabbas,1300,1360
6/27/2019,Wheat,Sindh,,,,Dadu,,
6/27/2019,Wheat,Punjab,,,,Chishtian,1325,1330
6/27/2019,Wheat,Punjab,,,,Dunga Bunga,1325,1330
6/27/2019,Wheat,Punjab,,,,Hasilpur,1325,
6/27/2019,Wheat,Punjab,,,,Burewala,1330,1335
6/27/2019,Wheat,,,,,Faqirwali,1330,1350
6/27/2019,Wheat,Punjab,,,,Rahimyar khan,1330,
6/27/2019,Wheat,Sindh,,,,Badin,1330,1340
6/27/2019,Wheat,,,,,Daharki,1330,1340
6/27/2019,Wheat,Sindh,,,,Digri,1330,1340
6/27/2019,Wheat,Sindh,,,,Ghotki,1330,1340
6/27/2019,Wheat,Sindh,,,,Jhuddo,1330,
6/27/2019,Wheat,Sindh,,,,Samaro,,1340
6/27/2019,Wheat,Sindh,,,,Sanghar,1330,1340
6/27/2019,Wheat,Sindh,,,,Tando Adam Khan,1330,1340
6/27/2019,Wheat,Sindh,,,,Tando Bhago,1330,1340
6/27/2019,,Sindh,,,,Tando Jan Mohammad,1330,1340
6/27/2019,Wheat,,,,,Thatta,1330,1340
6/27/2019,Wheat,Sindh,,,,Umarkot,1330,1340
6/27/2019,Wheat,,,,,,1335,1350
6/27/2019,Wheat,Punjab,,,,Bahawalnagar,1340,1340
6/27/2019,Wheat,Punjab,,,,Lodhran,,1340
6/27/2019,Wheat,Sindh,,,,Shahdadpur,1340,1340
6/27/2019,Wheat,Punjab,,,,Arifwala,1350,1370
6/27/2019,Wheat,Punjab,,,,Khanpur,1350,1365
6/27/2019,Wheat,,,,,Marot,1350,1380
6/27/2019,Wheat,Punjab,,,,Mian Channu,1350,1360
6/27/2019,Wheat,Sindh,,,,,1350,
6/27/2019,Wheat,Punjab,,,,Pattoki,1360,1380
6/27/2019,Wheat,,,,,,1360,1380
6/27/2019,Wheat,Punjab,,,,Toba Tek Singh,1370,1380
6/27/2019,Wheat,Punjab,,,,,1380,1400
6/27/2019,Wheat,Sindh,,,,Hyderabad,1380,1380
6/27/2019,Wheat,Sindh,,,,Karachi,,1380
6/27/2019,Wheat,Sindh,,,,Samaro,,1340
6/27/2019,Wheat,Sindh,,,,Tando Adam Khan,1330,1340
6/27/2019,,Sindh,,,,Tando Jan Mohammad,1330,1340
6/27/2019,Wheat,Punjab,,,,Hasilpur,1325,
6/27/2019,Wheat,Sindh,,,,Hyderabad,1380,1380
6/27/2020,Wheat,Sindh,24,Ghotki,184,Ghotki,1600,1610
6/27/2020,Wheat,Sindh,45,Khairpur,292,Khairpur,1600,
6/27/2020,Wheat,Sindh,79,Naushro Feroze,399,Mehrabpur,1600,1610
6/27/2020,Wheat,Sindh,,Nawabshah,,Nawab Shah,1600,1610
6/27/2020,Wheat,Sindh,113,Umarkot,344,Kunri,,1615
6/27/2020,Wheat,,72,,410,Mirpur Khas,1600,1615
6/27/2020,Wheat,,113,Umarkot,639,Umarkot,1600,1615
6/27/2020,Wheat,Sindh,96,Sanghar,540,Sanghar,1600,1620
6/27/2020,Wheat,Sindh,96,Sanghar,,Shahdadpur,,1620
6/27/2020,Wheat,Sindh,96,,605,Tando Adam Khan,1600,1620
6/27/2020,Wheat,Sindh,4,Badin,,Badin,1600,1625
6/27/2020,,Sindh,32,Hyderabad,104,Chuhar Jamali,1600,1625
6/27/2020,Wheat,Sindh,4,Badin,189,Golarchi Taluka,1600,1625
6/27/2020,Wheat,Sindh,110,Tharparkar,437,Naukot,1600,1625
6/27/2020,Wheat,Sindh,32,Hyderabad,,,1750,1750
6/27/2020,Wheat,Punjab,46,,401,,1740,
6/27/2020,Wheat,Punjab,115,Vehari,74,Burewala,1750,1775
6/27/2020,Wheat,Punjab,95,Sahiwal,91,,1770,1775
6/27/2020,Wheat,Punjab,92,Rahim Yar Khan,299,Khanpur,,1775
6/27/2020,Wheat,Punjab,92,Rahim Yar Khan,508,,1770,1775
6/27/2020,Wheat,Sindh,41,Karachi,277,Karachi,1780,1780
6/27/2020,Wheat,Punjab,,Rahim Yar Khan,526,Sadiqabad,1770,1780
6/27/2020,Wheat,Punjab,112,Toba Tek Singh,,,1750,1800
6/27/2020,Wheat,Punjab,5,Bahawalnagar,93,Chishtian,1800,1810
6/27/2020,,Punjab,62,Lodhran,361,Lodhran,1800,1810
6/27/2020,Wheat,Punjab,6,Bahawalpur,654,Yazman Mandi,1800,1810
6/27/2020,Wheat,Punjab,5,Bahawalnagar,150,Dunga Bunga,1810,1815
6/27/2020,Wheat,Punjab,5,Bahawalnagar,205,Haroonabad,1810,1815
6/27/2020,Wheat,Punjab,6,Bahawalpur,31,Bahawalpur,1800,1820
6/27/2020,Wheat,Punjab,5,Bahawalnagar,157,Faqirwali,1820,1825
6/27/2020,,Punjab,5,Bahawalnagar,30,Bahawalnagar,1840,1850
6/27/2020,Wheat,Sindh,,Nawabshah,,Nawab Shah,1600,1610
6/27/2020,Wheat,Sindh,96,,605,Tando Adam Khan,1600,1620
6/27/2020,Wheat,Punjab,95,Sahiwal,91,,1770,1775
6/27/2020,Wheat,Sindh,4,Badin,189,Golarchi Taluka,1600,1625
6/27/2020,Wheat,Punjab,,Rahim Yar Khan,526,Sadiqabad,1770,1780
6/27/2020,Wheat,Punjab,5,Bahawalnagar,150,Dunga Bunga,1810,1815
6/27/2020,Wheat,Punjab,92,Rahim Yar Khan,299,Khanpur,,1775
6/27/2022,,Punjab,93,Rajan Pur,511,Rajanpur,2650,2660
6/27/2022,Wheat,Punjab,92,Rahim Yar Khan,162,Fazil Pur,2650,2660
6/27/2022,Wheat,,43,Kasur,161,,2650,2660
6/27/2022,Wheat,Punjab,61,Layyah,356,Layyah,2650,2660
6/27/2022,Wheat,Punjab,76,Muzaffargarh,13,Alipur,,
6/27/2022,Wheat,Punjab,76,Muzaffargarh,238,Jatoi,2650,2660
6/27/2022,Wheat,Punjab,76,Muzaffargarh,,Shaher Sultan,2650,2660
6/27/2022,Wheat,Punjab,5,,205,Haroonabad,,
6/27/2022,Wheat,Punjab,5,Bahawalnagar,150,Dunga Bunga,2680,2695
6/27/2022,Wheat,Punjab,5,Bahawalnagar,157,Faqirwali,2680,2695
6/27/2022,,Punjab,,Bahawalnagar,,,,2700
6/27/2022,Wheat,,95,Sahiwal,91,Chichawatni,2690,2700
6/27/2022,Wheat,Punjab,115,Vehari,74,Burewala,,2700
6/27/2022,Wheat,Punjab,112,Toba Tek Singh,630,Toba Tek Singh,2675,
6/27/2022,Wheat,Punjab,6,Bahawalpur,654,Yazman Mandi,,2705
6/27/2022,Wheat,Punjab,6,Bahawalpur,207,Hasilpur,,2705
6/27/2022,Wheat,Punjab,920,Rahim Yar Khan,299,Khanpur,2690,2710
6/27/2022,Wheat,Punjab,92,Rahim Yar Khan,508,Rahim Yar Khan,,2715
6/27/2022,Wheat,Punjab,87,Pakpattan,,Pakpattan,,2725
6/27/2022,Wheat,Punjab,92,Rahim Yar Khan,526,Sadiqabad,2700,2730
6/27/2022,,Punjab,5,Bahawalnagar,30,Bahawalnagar,2730,2740
6/27/2022,Wheat,Sindh,,Ghotki,,Ghotki,,
6/27/2022,Wheat,Sindh,24,Ghotki,108,Daharki,2750,2800
6/27/2022,Wheat,Sindh,105,Sukkur,467,Pano Aqil,2750,2800
6/27/2022,Wheat,Sindh,45,Khairpur,,Khairpur,2800,2825
6/27/2022,,Sindh,45,Khairpur,513,Ranipur,2800,2825
6/27/2022,Wheat,Sindh,72,Mirpur Khas,410,Mirpur Khas,2825,2830
6/27/2022,Wheat,Sindh,4,Badin,26,Badin,2825,2830
6/27/2022,Wheat,Sindh,96,Sanghar,605,Tando Adam Khan,2825,2830
6/27/2022,Wheat,Sindh,96,Sanghar,561,Shahdadpur,2825,2830
6/27/2022,Wheat,,113,,344,Kunri,2825,2830
6/27/2022,Wheat,Sindh,113,Umarkot,639,Umarkot,2825,2830
6/27/2022,Wheat,Sindh,72,Mirpur Khas,136,Digri,2825,2830
6/27/2022,Wheat,Sindh,4,Badin,607,Tando Bagho,2825,2830
6/27/2022,Wheat,Sindh,72,Mirpur Khas,,Samaro,,2830
6/27/2022,Wheat,,96,Sanghar,540,Sanghar,2825,2830
6/27/2022,Wheat,Sindh,80,Nawabshah,440,Nawab Shah,2825,2830
6/27/2022,Wheat,Sindh,80,Nawabshah,124,Daur,2825,2830
6/27/2022,Wheat,,80,Nawabshah,39,Bandhi,2825,2830
6/27/2022,Wheat,Sindh,,Sukkur,418,Moro,2825,2830
6/27/2022,Wheat,Sindh,79,Naushro Feroze,439,Naushahro Feroze,2825,2830
6/27/2022,Wheat,Sindh,32,Hyderabad,217,Hyderabad,3080,3080
6/27/2022,Wheat,Sindh,41,Karachi,277,Karachi,3120,
6/27/2022,Wheat,Punjab,87,Pakpattan,,Pakpattan,,2725
6/27/2022,Wheat,Sindh,32,Hyderabad,217,Hyderabad,3080,3080
6/27/2022,Wheat,Punjab,92,Rahim Yar Khan,162,Fazil Pur,2650,2660
6/27/2022,Wheat,Sindh,24,Ghotki,108,Daharki,2750,2800
6/27/2022,Wheat,Sindh,72,Mirpur Khas,410,Mirpur Khas,2825,2830
6/27/2023,Wheat,Punjab,95,Sahiwal,530,Sahiwal,,
6/27/2023,Wheat,Sindh,79,Naushro Feroze,439,Naushahro Feroze,,
6/27/2023,Wheat,Punjab,5,Bahawalnagar,165,Fortabbas,,
6/27/2023,Wheat,Punjab,61,Layyah,100,Chowk Azam,,
6/27/2023,Wheat,Punjab,93,Rajan Pur,511,Rajanpur,,
6/27/2023,Wheat,Punjab,115,Vehari,74,Burewala,,
6/27/2023,Wheat,Punjab,6,Bahawalpur,31,Bahawalpur,,
6/27/2023,Wheat,Punjab,92,Rahim Yar Khan,299,Khanpur,,
6/27/2023,Wheat,,46,Khanewal,401,Mian Channu,,
6/27/2023,Wheat,,,Toba Tek Singh,630,Toba Tek Singh,,
6/27/2023,Wheat,Punjab,5,Bahawalnagar,30,Bahawalnagar,,
6/27/2023,Wheat,Punjab,5,Bahawalnagar,157,Faqirwali,,
6/27/2023,,Punjab,5,Bahawalnagar,,,,
6/27/2023,Wheat,Punjab,5,,205,Haroonabad,,
6/27/2023,Wheat,Punjab,95,Sahiwal,91,Chichawatni,,
6/27/2023,Wheat,Punjab,92,Rahim Yar Khan,526,Sadiqabad,,
6/27/2023,Wheat,Punjab,,Layyah,356,Layyah,,
6/27/2023,,Punjab,95,Sahiwal,530,Sahiwal,,
6/27/2023,Wheat,,21,Dera Ghazi Khan,,Dera Ghazi Khan,,
6/27/2023,Wheat,Sindh,101,Shikarpur,574,Shikarpur,,
6/27/2023,Wheat,Sindh,32,Hyderabad,217,Hyderabad,,
6/27/2023,Wheat,Sindh,41,Karachi,277,Karachi,,
6/27/2023,Wheat,Sindh,79,Naushro Feroze,439,Naushahro Feroze,,
6/27/2023,Wheat,,,Toba Tek Singh,630,Toba Tek Singh,,
6/27/2023,Wheat,Sindh,101,Shikarpur,574,Shikarpur,,
6/27/2023,Wheat,Punjab,95,Sahiwal,530,Sahiwal,,
6/28/2019,Wheat,Punjab,,,,Fortabbas,1300,1360
6/28/2019,Wheat,Sindh,,,,Dadu,1320,1340
6/28/2019,,Punjab,,,,Chishtian,1325,1330
6/28/2019,Wheat,Punjab,,,,Dunga Bunga,1325,1330
6/28/2019,,Punjab,,,,,1330,1335
6/28/2019,Wheat,Punjab,,,,Faqirwali,1330,
6/28/2019,Wheat,Punjab,,,,Rahimyar khan,1330,1335
6/28/2019,Wheat,Sindh,,,,Badin,1330,1340
6/28/2019,Wheat,,,,,Daharki,1330,1340
6/28/2019,Wheat,Sindh,,,,,1330,1340
6/28/2019,Wheat,Sindh,,,,Ghotki,1330,
6/28/2019,Wheat,Sindh,,,,Jhuddo,1330,1340
6/28/2019,Wheat,Sindh,,,,Samaro,13300,1340
6/28/2019,Wheat,,,,,Sanghar,1330,1340
6/28/2019,Wheat,Sindh,,,,Tando Adam Khan,1330,1340
6/28/2019,Wheat,Sindh,,,,Tando Bhago,1330,1340
6/28/2019,Wheat,Sindh,,,,Tando Jan Mohammad,1330,1340
6/28/2019,Wheat,Sindh,,,,Thatta,1330,1340
6/28/2019,Wheat,Sindh,,,,Umarkot,1330,1340
6/28/2019,,Punjab,,,,Haroonabad,1335,1350
6/28/2019,,Punjab,,,,Bahawalnagar,1340,1340
6/28/2019,Wheat,Punjab,,,,Lodhran,1340,1340
6/28/2019,Wheat,Sindh,,,,Shahdadpur,1340,1340
6/28/2019,Wheat,Punjab,,,,Arifwala,1350,1370
6/28/2019,,Punjab,,,,Marot,1350,1380
6/28/2019,,Punjab,,,,Mian Channu,1350,1360
6/28/2019,Wheat,Sindh,,,,,1350,1350
6/28/2019,,Punjab,,,,Chichawatni,1360,1365
6/28/2019,Wheat,Punjab,,,,Pattoki,1360,1380
6/28/2019,Wheat,Punjab,,,,,1360,
6/28/2019,Wheat,Punjab,,,,Toba Tek Singh,1370,1380
6/28/2019,Wheat,Punjab,,,,Sahiwal,1380,1400
6/28/2019,,,,,,Karachi,1380,1380
6/28/2019,Wheat,Sindh,,,,,1350,1350
6/28/2019,Wheat,Punjab,,,,Toba Tek Singh,1370,1380
6/28/2021,,Punjab,,Bahawalnagar,165,Fortabbas,1925,1925
6/28/2021,Wheat,,6,Bahawalpur,207,,1930,1940
6/28/2021,,Punjab,5,Bahawalnagar,,Dunga Bunga,1940,1945
6/28/2021,Wheat,Punjab,5,Bahawalnagar,93,,1940,1950
6/28/2021,Wheat,Punjab,115,Vehari,74,Burewala,1940,1950
6/28/2021,Wheat,,,Khanewal,401,Mian Channu,1930,1950
6/28/2021,Wheat,,5,Bahawalnagar,157,Faqirwali,1940,1960
6/28/2021,Wheat,Punjab,,Rajan Pur,511,Rajanpur,1950,1960
6/28/2021,Wheat,Punjab,21,Dera Ghazi Khan,618,Taunsa sharif,1950,1960
6/28/2021,Wheat,Punjab,76,Muzaffargarh,238,Jatoi,1950,1960
6/28/2021,Wheat,Punjab,,Muzaffargarh,13,,1950,1960
6/28/2021,Wheat,Punjab,,Kasur,161,Fatehpur,1950,1960
6/28/2021,Wheat,Punjab,61,Layyah,356,Layyah,1950,1960
6/28/2021,Wheat,Punjab,92,Rahim Yar Khan,299,Khanpur,1960,1965
6/28/2021,,Punjab,5,Bahawalnagar,30,Bahawalnagar,,1965
6/28/2021,Wheat,Punjab,95,Sahiwal,91,Chichawatni,1950,1967
6/28/2021,Wheat,Punjab,92,Rahim Yar Khan,508,Rahim Yar Khan,1960,1970
6/28/2021,Wheat,Punjab,6,Bahawalpur,654,Yazman Mandi,1950,1970
6/28/2021,Wheat,Punjab,46,Khanewal,,Khanewal,1960,
6/28/2021,Wheat,Punjab,112,Toba Tek Singh,630,Toba Tek Singh,1960,1970
6/28/2021,Wheat,Punjab,6,Bahawalpur,8,Ahmadpur East,1950,1975
6/28/2021,,Punjab,6,Bahawalpur,31,,1960,1980
6/28/2021,Wheat,Punjab,5,Bahawalnagar,205,Haroonabad,1950,1980
6/28/2021,Wheat,,95,Sahiwal,,Sahiwal,1960,1980
6/28/2021,Wheat,Sindh,72,,249,Jhudo,2020,2030
6/28/2021,Wheat,Sindh,,Mirpur Khas,535,Samaro,2020,2030
6/28/2021,,Sindh,72,,,Digri,2020,2030
6/28/2021,Wheat,Sindh,72,Mirpur Khas,410,Mirpur Khas,2020,2030
6/28/2021,Wheat,Sindh,79,Naushro Feroze,439,Naushahro Feroze,2025,2030
6/28/2021,Wheat,Sindh,80,Nawabshah,124,Daur,2025,2030
6/28/2021,Wheat,Sindh,80,Nawabshah,39,Bandhi,2025,2030
6/28/2021,Wheat,,79,Naushro Feroze,399,Mehrabpur,2025,2030
6/28/2021,Wheat,Sindh,96,,605,Tando Adam Khan,2025,2035
6/28/2021,Wheat,Sindh,111,,623,,2025,
6/28/2021,Wheat,Sindh,4,Badin,,Badin,2025,2035
6/28/2021,Wheat,Sindh,113,Umarkot,639,Umarkot,2025,2035
6/28/2021,Wheat,Sindh,80,Nawabshah,440,Nawab Shah,2030,2035
